"ISO","variable","value","typeIneq","variable1"
"LVA","IW_HNFW_age_old",0.73,"old","IW_HNFW"
"LUX","IW_HNFW_age_old",1.61,"old","IW_HNFW"
"MEX","IW_HNFW_age_old",,"old","IW_HNFW"
"NLD","IW_HNFW_age_old",2.03,"old","IW_HNFW"
"NZL","IW_HNFW_age_old",1.56,"old","IW_HNFW"
"NOR","IW_HNFW_age_old",1.72,"old","IW_HNFW"
"POL","IW_HNFW_age_old",0.72,"old","IW_HNFW"
"PRT","IW_HNFW_age_old",1.23,"old","IW_HNFW"
"SVK","IW_HNFW_age_old",0.82,"old","IW_HNFW"
"SVN","IW_HNFW_age_old",0.7,"old","IW_HNFW"
"ESP","IW_HNFW_age_old",1.56,"old","IW_HNFW"
"SWE","IW_HNFW_age_old",,"old","IW_HNFW"
"CHE","IW_HNFW_age_old",,"old","IW_HNFW"
"TUR","IW_HNFW_age_old",,"old","IW_HNFW"
"GBR","IW_HNFW_age_old",1.4,"old","IW_HNFW"
"USA","IW_HNFW_age_old",2.04,"old","IW_HNFW"
"OECD","IW_HNFW_age_old",1.28,"old","IW_HNFW"
"LTU","IW_HNFW_age_old",,"old","IW_HNFW"
"AUS","JE_PE_age_old",0.98,"old","JE_PE"
"AUT","JE_PE_age_old",1.14,"old","JE_PE"
"BEL","JE_PE_age_old",1.11,"old","JE_PE"
"CAN","JE_PE_age_old",1,"old","JE_PE"
"CHL","JE_PE_age_old",,"old","JE_PE"
"CZE","JE_PE_age_old",0.94,"old","JE_PE"
"DNK","JE_PE_age_old",1.04,"old","JE_PE"
"EST","JE_PE_age_old",0.83,"old","JE_PE"
"FIN","JE_PE_age_old",0.99,"old","JE_PE"
"FRA","JE_PE_age_old",1.08,"old","JE_PE"
"DEU","JE_PE_age_old",1.02,"old","JE_PE"
"GRC","JE_PE_age_old",1.06,"old","JE_PE"
"HUN","JE_PE_age_old",1,"old","JE_PE"
"ISL","JE_PE_age_old",0.99,"old","JE_PE"
"IRL","JE_PE_age_old",1.01,"old","JE_PE"
"ISR","JE_PE_age_old",,"old","JE_PE"
"ITA","JE_PE_age_old",1.16,"old","JE_PE"
"JPN","JE_PE_age_old",1,"old","JE_PE"
"KOR","JE_PE_age_old",0.92,"old","JE_PE"
"LVA","JE_PE_age_old",,"old","JE_PE"
"LUX","JE_PE_age_old",1.18,"old","JE_PE"
"MEX","JE_PE_age_old",0.98,"old","JE_PE"
"NLD","JE_PE_age_old",1.1,"old","JE_PE"
"NZL","JE_PE_age_old",,"old","JE_PE"
"NOR","JE_PE_age_old",1.05,"old","JE_PE"
"POL","JE_PE_age_old",0.95,"old","JE_PE"
"PRT","JE_PE_age_old",1.09,"old","JE_PE"
"SVK","JE_PE_age_old",0.95,"old","JE_PE"
"SVN","JE_PE_age_old",1.08,"old","JE_PE"
"ESP","JE_PE_age_old",1.21,"old","JE_PE"
"SWE","JE_PE_age_old",1.07,"old","JE_PE"
"CHE","JE_PE_age_old",1.06,"old","JE_PE"
"TUR","JE_PE_age_old",1,"old","JE_PE"
"GBR","JE_PE_age_old",0.94,"old","JE_PE"
"USA","JE_PE_age_old",1.05,"old","JE_PE"
"OECD","JE_PE_age_old",1.03,"old","JE_PE"
"LTU","JE_PE_age_old",,"old","JE_PE"
"AUS","JE_EMPL_age_old",0.78,"old","JE_EMPL"
"AUT","JE_EMPL_age_old",0.55,"old","JE_EMPL"
"BEL","JE_EMPL_age_old",0.56,"old","JE_EMPL"
"CAN","JE_EMPL_age_old",0.75,"old","JE_EMPL"
"CHL","JE_EMPL_age_old",0.86,"old","JE_EMPL"
"CZE","JE_EMPL_age_old",0.66,"old","JE_EMPL"
"DNK","JE_EMPL_age_old",0.79,"old","JE_EMPL"
"EST","JE_EMPL_age_old",0.78,"old","JE_EMPL"
"FIN","JE_EMPL_age_old",0.75,"old","JE_EMPL"
"FRA","JE_EMPL_age_old",0.61,"old","JE_EMPL"
"DEU","JE_EMPL_age_old",0.79,"old","JE_EMPL"
"GRC","JE_EMPL_age_old",0.53,"old","JE_EMPL"
"HUN","JE_EMPL_age_old",0.56,"old","JE_EMPL"
"ISL","JE_EMPL_age_old",0.96,"old","JE_EMPL"
"IRL","JE_EMPL_age_old",0.75,"old","JE_EMPL"
"ISR","JE_EMPL_age_old",0.84,"old","JE_EMPL"
"ITA","JE_EMPL_age_old",0.71,"old","JE_EMPL"
"JPN","JE_EMPL_age_old",0.85,"old","JE_EMPL"
"KOR","JE_EMPL_age_old",0.87,"old","JE_EMPL"
"LVA","JE_EMPL_age_old",0.75,"old","JE_EMPL"
"LUX","JE_EMPL_age_old",0.47,"old","JE_EMPL"
"MEX","JE_EMPL_age_old",0.77,"old","JE_EMPL"
"NLD","JE_EMPL_age_old",0.75,"old","JE_EMPL"
"NZL","JE_EMPL_age_old",0.92,"old","JE_EMPL"
"NOR","JE_EMPL_age_old",0.87,"old","JE_EMPL"
"POL","JE_EMPL_age_old",0.56,"old","JE_EMPL"
"PRT","JE_EMPL_age_old",0.63,"old","JE_EMPL"
"SVK","JE_EMPL_age_old",0.6,"old","JE_EMPL"
"SVN","JE_EMPL_age_old",0.44,"old","JE_EMPL"
"ESP","JE_EMPL_age_old",0.68,"old","JE_EMPL"
"SWE","JE_EMPL_age_old",0.87,"old","JE_EMPL"
"CHE","JE_EMPL_age_old",0.83,"old","JE_EMPL"
"TUR","JE_EMPL_age_old",0.54,"old","JE_EMPL"
"GBR","JE_EMPL_age_old",0.75,"old","JE_EMPL"
"USA","JE_EMPL_age_old",0.8,"old","JE_EMPL"
"OECD","JE_EMPL_age_old",0.72,"old","JE_EMPL"
"LTU","JE_EMPL_age_old",0.74,"old","JE_EMPL"
"AUS","JE_EMP_age_old",1.06,"old","JE_EMP"
"AUT","JE_EMP_age_old",1.1,"old","JE_EMP"
"BEL","JE_EMP_age_old",1.36,"old","JE_EMP"
"CAN","JE_EMP_age_old",0.94,"old","JE_EMP"
"CHL","JE_EMP_age_old",1.86,"old","JE_EMP"
"CZE","JE_EMP_age_old",1.06,"old","JE_EMP"
"DNK","JE_EMP_age_old",1.32,"old","JE_EMP"
"EST","JE_EMP_age_old",0.92,"old","JE_EMP"
"FIN","JE_EMP_age_old",0.96,"old","JE_EMP"
"FRA","JE_EMP_age_old",1.26,"old","JE_EMP"
"DEU","JE_EMP_age_old",0.93,"old","JE_EMP"
"GRC","JE_EMP_age_old",1.4,"old","JE_EMP"
"HUN","JE_EMP_age_old",1.04,"old","JE_EMP"
"ISL","JE_EMP_age_old",0.97,"old","JE_EMP"
"IRL","JE_EMP_age_old",1.15,"old","JE_EMP"
"ISR","JE_EMP_age_old",1.19,"old","JE_EMP"
"ITA","JE_EMP_age_old",2.02,"old","JE_EMP"
"JPN","JE_EMP_age_old",1.1,"old","JE_EMP"
"KOR","JE_EMP_age_old",1.23,"old","JE_EMP"
"LVA","JE_EMP_age_old",1.03,"old","JE_EMP"
"LUX","JE_EMP_age_old",1.25,"old","JE_EMP"
"MEX","JE_EMP_age_old",1.53,"old","JE_EMP"
"NLD","JE_EMP_age_old",0.7,"old","JE_EMP"
"NZL","JE_EMP_age_old",1.24,"old","JE_EMP"
"NOR","JE_EMP_age_old",2.48,"old","JE_EMP"
"POL","JE_EMP_age_old",1.21,"old","JE_EMP"
"PRT","JE_EMP_age_old",0.9,"old","JE_EMP"
"SVK","JE_EMP_age_old",1.12,"old","JE_EMP"
"SVN","JE_EMP_age_old",1.12,"old","JE_EMP"
"ESP","JE_EMP_age_old",1.1,"old","JE_EMP"
"SWE","JE_EMP_age_old",1.09,"old","JE_EMP"
"CHE","JE_EMP_age_old",1.03,"old","JE_EMP"
"TUR","JE_EMP_age_old",1.35,"old","JE_EMP"
"GBR","JE_EMP_age_old",1.16,"old","JE_EMP"
"USA","JE_EMP_age_old",1.17,"old","JE_EMP"
"OECD","JE_EMP_age_old",1.21,"old","JE_EMP"
"LTU","JE_EMP_age_old",1.36,"old","JE_EMP"
"AUS","HS_SFRH_age_old",,"old","HS_SFRH"
"AUT","HS_SFRH_age_old",0.46,"old","HS_SFRH"
"BEL","HS_SFRH_age_old",0.51,"old","HS_SFRH"
"CAN","HS_SFRH_age_old",0.51,"old","HS_SFRH"
"CHL","HS_SFRH_age_old",,"old","HS_SFRH"
"CZE","HS_SFRH_age_old",0.3,"old","HS_SFRH"
"DNK","HS_SFRH_age_old",0.49,"old","HS_SFRH"
"EST","HS_SFRH_age_old",0.35,"old","HS_SFRH"
"FIN","HS_SFRH_age_old",0.41,"old","HS_SFRH"
"FRA","HS_SFRH_age_old",0.5,"old","HS_SFRH"
"DEU","HS_SFRH_age_old",0.47,"old","HS_SFRH"
"GRC","HS_SFRH_age_old",0.29,"old","HS_SFRH"
"HUN","HS_SFRH_age_old",0.28,"old","HS_SFRH"
"ISL","HS_SFRH_age_old",0.53,"old","HS_SFRH"
"IRL","HS_SFRH_age_old",0.46,"old","HS_SFRH"
"ISR","HS_SFRH_age_old",,"old","HS_SFRH"
"ITA","HS_SFRH_age_old",0.37,"old","HS_SFRH"
"JPN","HS_SFRH_age_old",0.85,"old","HS_SFRH"
"KOR","HS_SFRH_age_old",0.91,"old","HS_SFRH"
"LVA","HS_SFRH_age_old",0.4,"old","HS_SFRH"
"LUX","HS_SFRH_age_old",0.45,"old","HS_SFRH"
"MEX","HS_SFRH_age_old",,"old","HS_SFRH"
"NLD","HS_SFRH_age_old",0.47,"old","HS_SFRH"
"NZL","HS_SFRH_age_old",,"old","HS_SFRH"
"NOR","HS_SFRH_age_old",0.57,"old","HS_SFRH"
"POL","HS_SFRH_age_old",0.29,"old","HS_SFRH"
"PRT","HS_SFRH_age_old",0.46,"old","HS_SFRH"
"SVK","HS_SFRH_age_old",0.27,"old","HS_SFRH"
"SVN","HS_SFRH_age_old",0.35,"old","HS_SFRH"
"ESP","HS_SFRH_age_old",0.39,"old","HS_SFRH"
"SWE","HS_SFRH_age_old",0.68,"old","HS_SFRH"
"CHE","HS_SFRH_age_old",0.56,"old","HS_SFRH"
"TUR","HS_SFRH_age_old",0.41,"old","HS_SFRH"
"GBR","HS_SFRH_age_old",0.55,"old","HS_SFRH"
"USA","HS_SFRH_age_old",,"old","HS_SFRH"
"OECD","HS_SFRH_age_old",0.47,"old","HS_SFRH"
"LTU","HS_SFRH_age_old",0.35,"old","HS_SFRH"
"AUS","WL_EWLH_age_old",1.1,"old","WL_EWLH"
"AUT","WL_EWLH_age_old",0.87,"old","WL_EWLH"
"BEL","WL_EWLH_age_old",1.11,"old","WL_EWLH"
"CAN","WL_EWLH_age_old",0.8,"old","WL_EWLH"
"CHL","WL_EWLH_age_old",,"old","WL_EWLH"
"CZE","WL_EWLH_age_old",1.25,"old","WL_EWLH"
"DNK","WL_EWLH_age_old",0.73,"old","WL_EWLH"
"EST","WL_EWLH_age_old",1.37,"old","WL_EWLH"
"FIN","WL_EWLH_age_old",1.23,"old","WL_EWLH"
"FRA","WL_EWLH_age_old",1.01,"old","WL_EWLH"
"DEU","WL_EWLH_age_old",1.05,"old","WL_EWLH"
"GRC","WL_EWLH_age_old",0.9,"old","WL_EWLH"
"HUN","WL_EWLH_age_old",1.05,"old","WL_EWLH"
"ISL","WL_EWLH_age_old",1.03,"old","WL_EWLH"
"IRL","WL_EWLH_age_old",0.83,"old","WL_EWLH"
"ISR","WL_EWLH_age_old",,"old","WL_EWLH"
"ITA","WL_EWLH_age_old",0.79,"old","WL_EWLH"
"JPN","WL_EWLH_age_old",,"old","WL_EWLH"
"KOR","WL_EWLH_age_old",,"old","WL_EWLH"
"LVA","WL_EWLH_age_old",1.34,"old","WL_EWLH"
"LUX","WL_EWLH_age_old",1.06,"old","WL_EWLH"
"MEX","WL_EWLH_age_old",,"old","WL_EWLH"
"NLD","WL_EWLH_age_old",0.81,"old","WL_EWLH"
"NZL","WL_EWLH_age_old",,"old","WL_EWLH"
"NOR","WL_EWLH_age_old",1.2,"old","WL_EWLH"
"POL","WL_EWLH_age_old",1.05,"old","WL_EWLH"
"PRT","WL_EWLH_age_old",1.29,"old","WL_EWLH"
"SVK","WL_EWLH_age_old",,"old","WL_EWLH"
"SVN","WL_EWLH_age_old",1.16,"old","WL_EWLH"
"ESP","WL_EWLH_age_old",0.96,"old","WL_EWLH"
"SWE","WL_EWLH_age_old",1.17,"old","WL_EWLH"
"CHE","WL_EWLH_age_old",1.01,"old","WL_EWLH"
"TUR","WL_EWLH_age_old",,"old","WL_EWLH"
"GBR","WL_EWLH_age_old",,"old","WL_EWLH"
"USA","WL_EWLH_age_old",0.94,"old","WL_EWLH"
"OECD","WL_EWLH_age_old",1.04,"old","WL_EWLH"
"LTU","WL_EWLH_age_old",0.89,"old","WL_EWLH"
"AUS","WL_LEPC_age_old",1.24,"old","WL_LEPC"
"AUT","WL_LEPC_age_old",1.25,"old","WL_LEPC"
"BEL","WL_LEPC_age_old",1.18,"old","WL_LEPC"
"CAN","WL_LEPC_age_old",1.3,"old","WL_LEPC"
"CHL","WL_LEPC_age_old",,"old","WL_LEPC"
"CZE","WL_LEPC_age_old",,"old","WL_LEPC"
"DNK","WL_LEPC_age_old",1.11,"old","WL_LEPC"
"EST","WL_LEPC_age_old",1.22,"old","WL_LEPC"
"FIN","WL_LEPC_age_old",1.21,"old","WL_LEPC"
"FRA","WL_LEPC_age_old",1.21,"old","WL_LEPC"
"DEU","WL_LEPC_age_old",1.17,"old","WL_LEPC"
"GRC","WL_LEPC_age_old",,"old","WL_LEPC"
"HUN","WL_LEPC_age_old",1.17,"old","WL_LEPC"
"ISL","WL_LEPC_age_old",,"old","WL_LEPC"
"IRL","WL_LEPC_age_old",1.23,"old","WL_LEPC"
"ISR","WL_LEPC_age_old",,"old","WL_LEPC"
"ITA","WL_LEPC_age_old",1.23,"old","WL_LEPC"
"JPN","WL_LEPC_age_old",1.26,"old","WL_LEPC"
"KOR","WL_LEPC_age_old",1.22,"old","WL_LEPC"
"LVA","WL_LEPC_age_old",,"old","WL_LEPC"
"LUX","WL_LEPC_age_old",,"old","WL_LEPC"
"MEX","WL_LEPC_age_old",1.3,"old","WL_LEPC"
"NLD","WL_LEPC_age_old",1.19,"old","WL_LEPC"
"NZL","WL_LEPC_age_old",1.23,"old","WL_LEPC"
"NOR","WL_LEPC_age_old",1.2,"old","WL_LEPC"
"POL","WL_LEPC_age_old",1.21,"old","WL_LEPC"
"PRT","WL_LEPC_age_old",,"old","WL_LEPC"
"SVK","WL_LEPC_age_old",,"old","WL_LEPC"
"SVN","WL_LEPC_age_old",1.22,"old","WL_LEPC"
"ESP","WL_LEPC_age_old",1.26,"old","WL_LEPC"
"SWE","WL_LEPC_age_old",1.24,"old","WL_LEPC"
"CHE","WL_LEPC_age_old",,"old","WL_LEPC"
"TUR","WL_LEPC_age_old",1.14,"old","WL_LEPC"
"GBR","WL_LEPC_age_old",1.21,"old","WL_LEPC"
"USA","WL_LEPC_age_old",1.24,"old","WL_LEPC"
"OECD","WL_LEPC_age_old",1.22,"old","WL_LEPC"
"LTU","WL_LEPC_age_old",1.17,"old","WL_LEPC"
"AUS","ES_EDUA_age_old",0.62,"old","ES_EDUA"
"AUT","ES_EDUA_age_old",0.61,"old","ES_EDUA"
"BEL","ES_EDUA_age_old",0.57,"old","ES_EDUA"
"CAN","ES_EDUA_age_old",0.54,"old","ES_EDUA"
"CHL","ES_EDUA_age_old",0.69,"old","ES_EDUA"
"CZE","ES_EDUA_age_old",0.39,"old","ES_EDUA"
"DNK","ES_EDUA_age_old",0.62,"old","ES_EDUA"
"EST","ES_EDUA_age_old",1.02,"old","ES_EDUA"
"FIN","ES_EDUA_age_old",0.5,"old","ES_EDUA"
"FRA","ES_EDUA_age_old",0.58,"old","ES_EDUA"
"DEU","ES_EDUA_age_old",0.93,"old","ES_EDUA"
"GRC","ES_EDUA_age_old",0.58,"old","ES_EDUA"
"HUN","ES_EDUA_age_old",0.7,"old","ES_EDUA"
"ISL","ES_EDUA_age_old",0.7,"old","ES_EDUA"
"IRL","ES_EDUA_age_old",0.5,"old","ES_EDUA"
"ISR","ES_EDUA_age_old",0.68,"old","ES_EDUA"
"ITA","ES_EDUA_age_old",0.76,"old","ES_EDUA"
"JPN","ES_EDUA_age_old",,"old","ES_EDUA"
"KOR","ES_EDUA_age_old",0.19,"old","ES_EDUA"
"LVA","ES_EDUA_age_old",0.99,"old","ES_EDUA"
"LUX","ES_EDUA_age_old",0.81,"old","ES_EDUA"
"MEX","ES_EDUA_age_old",0.89,"old","ES_EDUA"
"NLD","ES_EDUA_age_old",0.63,"old","ES_EDUA"
"NZL","ES_EDUA_age_old",0.71,"old","ES_EDUA"
"NOR","ES_EDUA_age_old",0.86,"old","ES_EDUA"
"POL","ES_EDUA_age_old",0.53,"old","ES_EDUA"
"PRT","ES_EDUA_age_old",0.72,"old","ES_EDUA"
"SVK","ES_EDUA_age_old",0.48,"old","ES_EDUA"
"SVN","ES_EDUA_age_old",0.51,"old","ES_EDUA"
"ESP","ES_EDUA_age_old",0.67,"old","ES_EDUA"
"SWE","ES_EDUA_age_old",0.59,"old","ES_EDUA"
"CHE","ES_EDUA_age_old",0.77,"old","ES_EDUA"
"TUR","ES_EDUA_age_old",0.89,"old","ES_EDUA"
"GBR","ES_EDUA_age_old",0.72,"old","ES_EDUA"
"USA","ES_EDUA_age_old",1.06,"old","ES_EDUA"
"OECD","ES_EDUA_age_old",0.68,"old","ES_EDUA"
"LTU","ES_EDUA_age_old",1.11,"old","ES_EDUA"
"AUS","ES_ADCO_age_old",0.94,"old","ES_ADCO"
"AUT","ES_ADCO_age_old",0.94,"old","ES_ADCO"
"BEL","ES_ADCO_age_old",0.92,"old","ES_ADCO"
"CAN","ES_ADCO_age_old",0.94,"old","ES_ADCO"
"CHL","ES_ADCO_age_old",0.86,"old","ES_ADCO"
"CZE","ES_ADCO_age_old",0.94,"old","ES_ADCO"
"DNK","ES_ADCO_age_old",0.93,"old","ES_ADCO"
"EST","ES_ADCO_age_old",0.94,"old","ES_ADCO"
"FIN","ES_ADCO_age_old",0.9,"old","ES_ADCO"
"FRA","ES_ADCO_age_old",0.91,"old","ES_ADCO"
"DEU","ES_ADCO_age_old",0.94,"old","ES_ADCO"
"GRC","ES_ADCO_age_old",0.98,"old","ES_ADCO"
"HUN","ES_ADCO_age_old",,"old","ES_ADCO"
"ISL","ES_ADCO_age_old",,"old","ES_ADCO"
"IRL","ES_ADCO_age_old",0.93,"old","ES_ADCO"
"ISR","ES_ADCO_age_old",0.9,"old","ES_ADCO"
"ITA","ES_ADCO_age_old",0.93,"old","ES_ADCO"
"JPN","ES_ADCO_age_old",0.93,"old","ES_ADCO"
"KOR","ES_ADCO_age_old",0.89,"old","ES_ADCO"
"LVA","ES_ADCO_age_old",,"old","ES_ADCO"
"LUX","ES_ADCO_age_old",,"old","ES_ADCO"
"MEX","ES_ADCO_age_old",,"old","ES_ADCO"
"NLD","ES_ADCO_age_old",0.92,"old","ES_ADCO"
"NZL","ES_ADCO_age_old",0.96,"old","ES_ADCO"
"NOR","ES_ADCO_age_old",0.94,"old","ES_ADCO"
"POL","ES_ADCO_age_old",0.93,"old","ES_ADCO"
"PRT","ES_ADCO_age_old",,"old","ES_ADCO"
"SVK","ES_ADCO_age_old",0.96,"old","ES_ADCO"
"SVN","ES_ADCO_age_old",0.9,"old","ES_ADCO"
"ESP","ES_ADCO_age_old",0.91,"old","ES_ADCO"
"SWE","ES_ADCO_age_old",0.94,"old","ES_ADCO"
"CHE","ES_ADCO_age_old",,"old","ES_ADCO"
"TUR","ES_ADCO_age_old",0.92,"old","ES_ADCO"
"GBR","ES_ADCO_age_old",0.95,"old","ES_ADCO"
"USA","ES_ADCO_age_old",0.96,"old","ES_ADCO"
"OECD","ES_ADCO_age_old",0.93,"old","ES_ADCO"
"LTU","ES_ADCO_age_old",0.94,"old","ES_ADCO"
"AUS","SC_SNTWS_age_old",0.93,"old","SC_SNTWS"
"AUT","SC_SNTWS_age_old",0.72,"old","SC_SNTWS"
"BEL","SC_SNTWS_age_old",0.81,"old","SC_SNTWS"
"CAN","SC_SNTWS_age_old",1.06,"old","SC_SNTWS"
"CHL","SC_SNTWS_age_old",0.77,"old","SC_SNTWS"
"CZE","SC_SNTWS_age_old",0.75,"old","SC_SNTWS"
"DNK","SC_SNTWS_age_old",0.55,"old","SC_SNTWS"
"EST","SC_SNTWS_age_old",0.79,"old","SC_SNTWS"
"FIN","SC_SNTWS_age_old",0.49,"old","SC_SNTWS"
"FRA","SC_SNTWS_age_old",0.74,"old","SC_SNTWS"
"DEU","SC_SNTWS_age_old",0.61,"old","SC_SNTWS"
"GRC","SC_SNTWS_age_old",0.69,"old","SC_SNTWS"
"HUN","SC_SNTWS_age_old",0.98,"old","SC_SNTWS"
"ISL","SC_SNTWS_age_old",0.64,"old","SC_SNTWS"
"IRL","SC_SNTWS_age_old",1.07,"old","SC_SNTWS"
"ISR","SC_SNTWS_age_old",0.93,"old","SC_SNTWS"
"ITA","SC_SNTWS_age_old",0.74,"old","SC_SNTWS"
"JPN","SC_SNTWS_age_old",0.96,"old","SC_SNTWS"
"KOR","SC_SNTWS_age_old",0.53,"old","SC_SNTWS"
"LVA","SC_SNTWS_age_old",0.65,"old","SC_SNTWS"
"LUX","SC_SNTWS_age_old",0.97,"old","SC_SNTWS"
"MEX","SC_SNTWS_age_old",1.12,"old","SC_SNTWS"
"NLD","SC_SNTWS_age_old",0.45,"old","SC_SNTWS"
"NZL","SC_SNTWS_age_old",0.9,"old","SC_SNTWS"
"NOR","SC_SNTWS_age_old",0.6,"old","SC_SNTWS"
"POL","SC_SNTWS_age_old",0.71,"old","SC_SNTWS"
"PRT","SC_SNTWS_age_old",0.68,"old","SC_SNTWS"
"SVK","SC_SNTWS_age_old",0.77,"old","SC_SNTWS"
"SVN","SC_SNTWS_age_old",0.49,"old","SC_SNTWS"
"ESP","SC_SNTWS_age_old",0.76,"old","SC_SNTWS"
"SWE","SC_SNTWS_age_old",0.71,"old","SC_SNTWS"
"CHE","SC_SNTWS_age_old",0.57,"old","SC_SNTWS"
"TUR","SC_SNTWS_age_old",0.82,"old","SC_SNTWS"
"GBR","SC_SNTWS_age_old",0.92,"old","SC_SNTWS"
"USA","SC_SNTWS_age_old",1.09,"old","SC_SNTWS"
"OECD","SC_SNTWS_age_old",0.77,"old","SC_SNTWS"
"LTU","SC_SNTWS_age_old",0.83,"old","SC_SNTWS"
"AUS","SC_TSOC_age_old",,"old","SC_TSOC"
"AUT","SC_TSOC_age_old",0.99,"old","SC_TSOC"
"BEL","SC_TSOC_age_old",0.97,"old","SC_TSOC"
"CAN","SC_TSOC_age_old",1.14,"old","SC_TSOC"
"CHL","SC_TSOC_age_old",,"old","SC_TSOC"
"CZE","SC_TSOC_age_old",,"old","SC_TSOC"
"DNK","SC_TSOC_age_old",0.92,"old","SC_TSOC"
"EST","SC_TSOC_age_old",0.97,"old","SC_TSOC"
"FIN","SC_TSOC_age_old",1,"old","SC_TSOC"
"FRA","SC_TSOC_age_old",0.91,"old","SC_TSOC"
"DEU","SC_TSOC_age_old",0.91,"old","SC_TSOC"
"GRC","SC_TSOC_age_old",,"old","SC_TSOC"
"HUN","SC_TSOC_age_old",0.9,"old","SC_TSOC"
"ISL","SC_TSOC_age_old",,"old","SC_TSOC"
"IRL","SC_TSOC_age_old",1,"old","SC_TSOC"
"ISR","SC_TSOC_age_old",,"old","SC_TSOC"
"ITA","SC_TSOC_age_old",1.11,"old","SC_TSOC"
"JPN","SC_TSOC_age_old",0.88,"old","SC_TSOC"
"KOR","SC_TSOC_age_old",1.3,"old","SC_TSOC"
"LVA","SC_TSOC_age_old",,"old","SC_TSOC"
"LUX","SC_TSOC_age_old",,"old","SC_TSOC"
"MEX","SC_TSOC_age_old",1.08,"old","SC_TSOC"
"NLD","SC_TSOC_age_old",1.09,"old","SC_TSOC"
"NZL","SC_TSOC_age_old",1.03,"old","SC_TSOC"
"NOR","SC_TSOC_age_old",1,"old","SC_TSOC"
"POL","SC_TSOC_age_old",1.11,"old","SC_TSOC"
"PRT","SC_TSOC_age_old",,"old","SC_TSOC"
"SVK","SC_TSOC_age_old",,"old","SC_TSOC"
"SVN","SC_TSOC_age_old",0.93,"old","SC_TSOC"
"ESP","SC_TSOC_age_old",0.94,"old","SC_TSOC"
"SWE","SC_TSOC_age_old",0.97,"old","SC_TSOC"
"CHE","SC_TSOC_age_old",,"old","SC_TSOC"
"TUR","SC_TSOC_age_old",1.2,"old","SC_TSOC"
"GBR","SC_TSOC_age_old",1.07,"old","SC_TSOC"
"USA","SC_TSOC_age_old",1.05,"old","SC_TSOC"
"OECD","SC_TSOC_age_old",1.02,"old","SC_TSOC"
"LTU","SC_TSOC_age_old",1.26,"old","SC_TSOC"
"AUS","CG_SAYG_age_old",0.96,"old","CG_SAYG"
"AUT","CG_SAYG_age_old",0.94,"old","CG_SAYG"
"BEL","CG_SAYG_age_old",0.91,"old","CG_SAYG"
"CAN","CG_SAYG_age_old",0.87,"old","CG_SAYG"
"CHL","CG_SAYG_age_old",0.69,"old","CG_SAYG"
"CZE","CG_SAYG_age_old",0.92,"old","CG_SAYG"
"DNK","CG_SAYG_age_old",0.94,"old","CG_SAYG"
"EST","CG_SAYG_age_old",0.74,"old","CG_SAYG"
"FIN","CG_SAYG_age_old",0.8,"old","CG_SAYG"
"FRA","CG_SAYG_age_old",0.93,"old","CG_SAYG"
"DEU","CG_SAYG_age_old",0.94,"old","CG_SAYG"
"GRC","CG_SAYG_age_old",1.12,"old","CG_SAYG"
"HUN","CG_SAYG_age_old",,"old","CG_SAYG"
"ISL","CG_SAYG_age_old",,"old","CG_SAYG"
"IRL","CG_SAYG_age_old",0.91,"old","CG_SAYG"
"ISR","CG_SAYG_age_old",0.91,"old","CG_SAYG"
"ITA","CG_SAYG_age_old",0.96,"old","CG_SAYG"
"JPN","CG_SAYG_age_old",0.92,"old","CG_SAYG"
"KOR","CG_SAYG_age_old",0.67,"old","CG_SAYG"
"LVA","CG_SAYG_age_old",,"old","CG_SAYG"
"LUX","CG_SAYG_age_old",,"old","CG_SAYG"
"MEX","CG_SAYG_age_old",,"old","CG_SAYG"
"NLD","CG_SAYG_age_old",0.83,"old","CG_SAYG"
"NZL","CG_SAYG_age_old",0.94,"old","CG_SAYG"
"NOR","CG_SAYG_age_old",0.84,"old","CG_SAYG"
"POL","CG_SAYG_age_old",0.79,"old","CG_SAYG"
"PRT","CG_SAYG_age_old",,"old","CG_SAYG"
"SVK","CG_SAYG_age_old",0.9,"old","CG_SAYG"
"SVN","CG_SAYG_age_old",0.95,"old","CG_SAYG"
"ESP","CG_SAYG_age_old",0.98,"old","CG_SAYG"
"SWE","CG_SAYG_age_old",0.76,"old","CG_SAYG"
"CHE","CG_SAYG_age_old",,"old","CG_SAYG"
"TUR","CG_SAYG_age_old",1.08,"old","CG_SAYG"
"GBR","CG_SAYG_age_old",0.92,"old","CG_SAYG"
"USA","CG_SAYG_age_old",0.96,"old","CG_SAYG"
"OECD","CG_SAYG_age_old",0.9,"old","CG_SAYG"
"LTU","CG_SAYG_age_old",1.13,"old","CG_SAYG"
"AUS","CG_VOTO_age_old",,"old","CG_VOTO"
"AUT","CG_VOTO_age_old",,"old","CG_VOTO"
"BEL","CG_VOTO_age_old",,"old","CG_VOTO"
"CAN","CG_VOTO_age_old",,"old","CG_VOTO"
"CHL","CG_VOTO_age_old",,"old","CG_VOTO"
"CZE","CG_VOTO_age_old",,"old","CG_VOTO"
"DNK","CG_VOTO_age_old",,"old","CG_VOTO"
"EST","CG_VOTO_age_old",,"old","CG_VOTO"
"FIN","CG_VOTO_age_old",,"old","CG_VOTO"
"FRA","CG_VOTO_age_old",,"old","CG_VOTO"
"DEU","CG_VOTO_age_old",,"old","CG_VOTO"
