"ISO","variable","value","typeIneq","variable1"
"BEL","SC_SNTWS",91.7,"average","SC_SNTWS"
"CAN","SC_SNTWS",92.6,"average","SC_SNTWS"
"CHL","SC_SNTWS",83.9,"average","SC_SNTWS"
"CZE","SC_SNTWS",89,"average","SC_SNTWS"
"DNK","SC_SNTWS",95.3,"average","SC_SNTWS"
"EST","SC_SNTWS",90.5,"average","SC_SNTWS"
"FIN","SC_SNTWS",94.6,"average","SC_SNTWS"
"FRA","SC_SNTWS",88.4,"average","SC_SNTWS"
"DEU","SC_SNTWS",92,"average","SC_SNTWS"
"GRC","SC_SNTWS",82.3,"average","SC_SNTWS"
"HUN","SC_SNTWS",84.2,"average","SC_SNTWS"
"ISL","SC_SNTWS",98.3,"average","SC_SNTWS"
"IRL","SC_SNTWS",95.7,"average","SC_SNTWS"
"ISR","SC_SNTWS",86.6,"average","SC_SNTWS"
"ITA","SC_SNTWS",90.8,"average","SC_SNTWS"
"JPN","SC_SNTWS",89.7,"average","SC_SNTWS"
"KOR","SC_SNTWS",75.9,"average","SC_SNTWS"
"LVA","SC_SNTWS",85.8,"average","SC_SNTWS"
"LUX","SC_SNTWS",91.6,"average","SC_SNTWS"
"MEX","SC_SNTWS",80.1,"average","SC_SNTWS"
"NLD","SC_SNTWS",90.1,"average","SC_SNTWS"
"NZL","SC_SNTWS",95.4,"average","SC_SNTWS"
"NOR","SC_SNTWS",94.1,"average","SC_SNTWS"
"POL","SC_SNTWS",88.7,"average","SC_SNTWS"
"PRT","SC_SNTWS",86.5,"average","SC_SNTWS"
"SVK","SC_SNTWS",91.5,"average","SC_SNTWS"
"SVN","SC_SNTWS",90.5,"average","SC_SNTWS"
"ESP","SC_SNTWS",94.8,"average","SC_SNTWS"
"SWE","SC_SNTWS",91.8,"average","SC_SNTWS"
"CHE","SC_SNTWS",94,"average","SC_SNTWS"
"TUR","SC_SNTWS",85.6,"average","SC_SNTWS"
"GBR","SC_SNTWS",93.2,"average","SC_SNTWS"
"USA","SC_SNTWS",89.9,"average","SC_SNTWS"
"OECD","SC_SNTWS",88.57,"average","SC_SNTWS"
"AUS","CG_SAYG",33.03,"average","CG_SAYG"
"AUT","CG_SAYG",31.01,"average","CG_SAYG"
"BEL","CG_SAYG",33.77,"average","CG_SAYG"
"CAN","CG_SAYG",35.11,"average","CG_SAYG"
"CHL","CG_SAYG",59.83,"average","CG_SAYG"
"CZE","CG_SAYG",21.18,"average","CG_SAYG"
"DNK","CG_SAYG",50.14,"average","CG_SAYG"
"EST","CG_SAYG",27.17,"average","CG_SAYG"
"FIN","CG_SAYG",46.81,"average","CG_SAYG"
"FRA","CG_SAYG",10.04,"average","CG_SAYG"
"DEU","CG_SAYG",24.74,"average","CG_SAYG"
"GRC","CG_SAYG",70.89,"average","CG_SAYG"
"HUN","CG_SAYG",,"average","CG_SAYG"
"ISL","CG_SAYG",,"average","CG_SAYG"
"IRL","CG_SAYG",27.72,"average","CG_SAYG"
"ISR","CG_SAYG",30.45,"average","CG_SAYG"
"ITA","CG_SAYG",17.55,"average","CG_SAYG"
"JPN","CG_SAYG",26.28,"average","CG_SAYG"
"KOR","CG_SAYG",37.01,"average","CG_SAYG"
"LVA","CG_SAYG",,"average","CG_SAYG"
"LUX","CG_SAYG",,"average","CG_SAYG"
"MEX","CG_SAYG",,"average","CG_SAYG"
"NLD","CG_SAYG",40.3,"average","CG_SAYG"
"NZL","CG_SAYG",42.74,"average","CG_SAYG"
"NOR","CG_SAYG",49.36,"average","CG_SAYG"
"POL","CG_SAYG",36.13,"average","CG_SAYG"
"PRT","CG_SAYG",,"average","CG_SAYG"
"SVK","CG_SAYG",23.04,"average","CG_SAYG"
"SVN","CG_SAYG",12.86,"average","CG_SAYG"
"ESP","CG_SAYG",23.42,"average","CG_SAYG"
"SWE","CG_SAYG",45.33,"average","CG_SAYG"
"CHE","CG_SAYG",,"average","CG_SAYG"
"TUR","CG_SAYG",23.95,"average","CG_SAYG"
"GBR","CG_SAYG",31.23,"average","CG_SAYG"
"USA","CG_SAYG",43.81,"average","CG_SAYG"
"OECD","CG_SAYG",32.82,"average","CG_SAYG"
"AUS","CG_VOTO",91,"average","CG_VOTO"
"AUT","CG_VOTO",74.9,"average","CG_VOTO"
"BEL","CG_VOTO",89.4,"average","CG_VOTO"
"CAN","CG_VOTO",68.3,"average","CG_VOTO"
"CHL","CG_VOTO",49.3,"average","CG_VOTO"
"CZE","CG_VOTO",59.5,"average","CG_VOTO"
"DNK","CG_VOTO",85.9,"average","CG_VOTO"
"EST","CG_VOTO",64.2,"average","CG_VOTO"
"FIN","CG_VOTO",68.9,"average","CG_VOTO"
"FRA","CG_VOTO",80.4,"average","CG_VOTO"
"DEU","CG_VOTO",71.5,"average","CG_VOTO"
"GRC","CG_VOTO",63.6,"average","CG_VOTO"
"HUN","CG_VOTO",61.8,"average","CG_VOTO"
"ISL","CG_VOTO",79.2,"average","CG_VOTO"
"IRL","CG_VOTO",65.1,"average","CG_VOTO"
"ISR","CG_VOTO",72.3,"average","CG_VOTO"
"ITA","CG_VOTO",75.2,"average","CG_VOTO"
"JPN","CG_VOTO",52.7,"average","CG_VOTO"
"KOR","CG_VOTO",75.8,"average","CG_VOTO"
"LVA","CG_VOTO",58.8,"average","CG_VOTO"
"LUX","CG_VOTO",91.2,"average","CG_VOTO"
"MEX","CG_VOTO",63.1,"average","CG_VOTO"
"NLD","CG_VOTO",81.9,"average","CG_VOTO"
"NZL","CG_VOTO",77,"average","CG_VOTO"
"NOR","CG_VOTO",78.2,"average","CG_VOTO"
"POL","CG_VOTO",55.3,"average","CG_VOTO"
"PRT","CG_VOTO",55.8,"average","CG_VOTO"
"SVK","CG_VOTO",59.8,"average","CG_VOTO"
"SVN","CG_VOTO",51.7,"average","CG_VOTO"
"ESP","CG_VOTO",69.8,"average","CG_VOTO"
"SWE","CG_VOTO",85.8,"average","CG_VOTO"
"CHE","CG_VOTO",48.4,"average","CG_VOTO"
"TUR","CG_VOTO",85.2,"average","CG_VOTO"
"GBR","CG_VOTO",66.1,"average","CG_VOTO"
"USA","CG_VOTO",68.3,"average","CG_VOTO"
"OECD","CG_VOTO",68.7,"average","CG_VOTO"
"AUS","EQ_SATW",92.2,"average","EQ_SATW"
"AUT","EQ_SATW",93,"average","EQ_SATW"
"BEL","EQ_SATW",84.4,"average","EQ_SATW"
"CAN","EQ_SATW",91,"average","EQ_SATW"
"CHL","EQ_SATW",68.8,"average","EQ_SATW"
"CZE","EQ_SATW",86.9,"average","EQ_SATW"
"DNK","EQ_SATW",94.3,"average","EQ_SATW"
"EST","EQ_SATW",81.8,"average","EQ_SATW"
"FIN","EQ_SATW",94,"average","EQ_SATW"
"FRA","EQ_SATW",81.7,"average","EQ_SATW"
"DEU","EQ_SATW",93.4,"average","EQ_SATW"
"GRC","EQ_SATW",69.3,"average","EQ_SATW"
"HUN","EQ_SATW",76.2,"average","EQ_SATW"
"ISL","EQ_SATW",98.6,"average","EQ_SATW"
"IRL","EQ_SATW",82.2,"average","EQ_SATW"
"ISR","EQ_SATW",66.5,"average","EQ_SATW"
"ITA","EQ_SATW",70.9,"average","EQ_SATW"
"JPN","EQ_SATW",86.1,"average","EQ_SATW"
"KOR","EQ_SATW",73.7,"average","EQ_SATW"
"LVA","EQ_SATW",76.6,"average","EQ_SATW"
"LUX","EQ_SATW",84.7,"average","EQ_SATW"
"MEX","EQ_SATW",67,"average","EQ_SATW"
"NLD","EQ_SATW",88.9,"average","EQ_SATW"
"NZL","EQ_SATW",81.4,"average","EQ_SATW"
"NOR","EQ_SATW",93.4,"average","EQ_SATW"
"POL","EQ_SATW",75.7,"average","EQ_SATW"
"PRT","EQ_SATW",81.9,"average","EQ_SATW"
"SVK","EQ_SATW",75.4,"average","EQ_SATW"
"SVN","EQ_SATW",87.9,"average","EQ_SATW"
"ESP","EQ_SATW",75.6,"average","EQ_SATW"
"SWE","EQ_SATW",88.6,"average","EQ_SATW"
"CHE","EQ_SATW",92.4,"average","EQ_SATW"
"TUR","EQ_SATW",62,"average","EQ_SATW"
"GBR","EQ_SATW",82.8,"average","EQ_SATW"
"USA","EQ_SATW",81.1,"average","EQ_SATW"
"OECD","EQ_SATW",79.43,"average","EQ_SATW"
"AUS","EQ_AIRP",5.14,"average","EQ_AIRP"
"AUT","EQ_AIRP",17.86,"average","EQ_AIRP"
"BEL","EQ_AIRP",14.65,"average","EQ_AIRP"
"CAN","EQ_AIRP",7.09,"average","EQ_AIRP"
"CHL","EQ_AIRP",15.85,"average","EQ_AIRP"
"CZE","EQ_AIRP",20.32,"average","EQ_AIRP"
"DNK","EQ_AIRP",11.07,"average","EQ_AIRP"
"EST","EQ_AIRP",9.39,"average","EQ_AIRP"
"FIN","EQ_AIRP",7.69,"average","EQ_AIRP"
"FRA","EQ_AIRP",13.69,"average","EQ_AIRP"
"DEU","EQ_AIRP",15.31,"average","EQ_AIRP"
"GRC","EQ_AIRP",20.02,"average","EQ_AIRP"
"HUN","EQ_AIRP",19.87,"average","EQ_AIRP"
"ISL","EQ_AIRP",3.09,"average","EQ_AIRP"
"IRL","EQ_AIRP",7.22,"average","EQ_AIRP"
"ISR","EQ_AIRP",22.09,"average","EQ_AIRP"
"ITA","EQ_AIRP",24,"average","EQ_AIRP"
"JPN","EQ_AIRP",14.98,"average","EQ_AIRP"
"KOR","EQ_AIRP",30.3,"average","EQ_AIRP"
"LVA","EQ_AIRP",11.94,"average","EQ_AIRP"
"LUX","EQ_AIRP",12.8,"average","EQ_AIRP"
"MEX","EQ_AIRP",14.61,"average","EQ_AIRP"
"NLD","EQ_AIRP",14.57,"average","EQ_AIRP"
"NZL","EQ_AIRP",4.96,"average","EQ_AIRP"
"NOR","EQ_AIRP",5.32,"average","EQ_AIRP"
"POL","EQ_AIRP",22.16,"average","EQ_AIRP"
"PRT","EQ_AIRP",10.94,"average","EQ_AIRP"
"SVK","EQ_AIRP",20.8,"average","EQ_AIRP"
"SVN","EQ_AIRP",18.25,"average","EQ_AIRP"
"ESP","EQ_AIRP",11.69,"average","EQ_AIRP"
"SWE","EQ_AIRP",8.82,"average","EQ_AIRP"
"CHE","EQ_AIRP",17.77,"average","EQ_AIRP"
"TUR","EQ_AIRP",21.38,"average","EQ_AIRP"
"GBR","EQ_AIRP",11.4,"average","EQ_AIRP"
"USA","EQ_AIRP",10.03,"average","EQ_AIRP"
"OECD","EQ_AIRP",14.56,"average","EQ_AIRP"
"AUS","PS_HOMI",1,"average","PS_HOMI"
"AUT","PS_HOMI",0.4,"average","PS_HOMI"
"BEL","PS_HOMI",1,"average","PS_HOMI"
"CAN","PS_HOMI",1.5,"average","PS_HOMI"
"CHL","PS_HOMI",3.7,"average","PS_HOMI"
"CZE","PS_HOMI",0.7,"average","PS_HOMI"
"DNK","PS_HOMI",0.3,"average","PS_HOMI"
"EST","PS_HOMI",3.1,"average","PS_HOMI"
"FIN","PS_HOMI",1.4,"average","PS_HOMI"
"FRA","PS_HOMI",0.6,"average","PS_HOMI"
"DEU","PS_HOMI",0.4,"average","PS_HOMI"
"GRC","PS_HOMI",1.5,"average","PS_HOMI"
"HUN","PS_HOMI",0.9,"average","PS_HOMI"
"ISL","PS_HOMI",0.3,"average","PS_HOMI"
"IRL","PS_HOMI",0.6,"average","PS_HOMI"
"ISR","PS_HOMI",1.8,"average","PS_HOMI"
"ITA","PS_HOMI",0.8,"average","PS_HOMI"
"JPN","PS_HOMI",0.3,"average","PS_HOMI"
"KOR","PS_HOMI",1.1,"average","PS_HOMI"
"LVA","PS_HOMI",5.9,"average","PS_HOMI"
"LUX","PS_HOMI",0.7,"average","PS_HOMI"
"MEX","PS_HOMI",20.3,"average","PS_HOMI"
"NLD","PS_HOMI",0.8,"average","PS_HOMI"
"NZL","PS_HOMI",1.3,"average","PS_HOMI"
"NOR","PS_HOMI",0.6,"average","PS_HOMI"
"POL","PS_HOMI",0.8,"average","PS_HOMI"
"PRT","PS_HOMI",1,"average","PS_HOMI"
"SVK","PS_HOMI",0.8,"average","PS_HOMI"
"SVN","PS_HOMI",0.4,"average","PS_HOMI"
"ESP","PS_HOMI",0.6,"average","PS_HOMI"
"SWE","PS_HOMI",0.8,"average","PS_HOMI"
"CHE","PS_HOMI",0.5,"average","PS_HOMI"
"TUR","PS_HOMI",1.7,"average","PS_HOMI"
"GBR","PS_HOMI",0.2,"average","PS_HOMI"
"USA","PS_HOMI",5.1,"average","PS_HOMI"
"OECD","PS_HOMI",3.85,"average","PS_HOMI"
"AUS","PS_SFRV",63.6,"average","PS_SFRV"
"AUT","PS_SFRV",80.7,"average","PS_SFRV"
"BEL","PS_SFRV",70.7,"average","PS_SFRV"
"CAN","PS_SFRV",80.9,"average","PS_SFRV"
"CHL","PS_SFRV",51.1,"average","PS_SFRV"
"CZE","PS_SFRV",68.3,"average","PS_SFRV"
"DNK","PS_SFRV",83,"average","PS_SFRV"
"EST","PS_SFRV",67.2,"average","PS_SFRV"
"FIN","PS_SFRV",82.9,"average","PS_SFRV"
"FRA","PS_SFRV",69.6,"average","PS_SFRV"
"DEU","PS_SFRV",75.9,"average","PS_SFRV"
"GRC","PS_SFRV",61.8,"average","PS_SFRV"
"HUN","PS_SFRV",50.7,"average","PS_SFRV"
"ISL","PS_SFRV",88.3,"average","PS_SFRV"
"IRL","PS_SFRV",75.5,"average","PS_SFRV"
"ISR","PS_SFRV",70.2,"average","PS_SFRV"
"ITA","PS_SFRV",58.3,"average","PS_SFRV"
"JPN","PS_SFRV",70.6,"average","PS_SFRV"
"KOR","PS_SFRV",63.9,"average","PS_SFRV"
"LVA","PS_SFRV",60.7,"average","PS_SFRV"
"LUX","PS_SFRV",72,"average","PS_SFRV"
"MEX","PS_SFRV",45.9,"average","PS_SFRV"
"NLD","PS_SFRV",81.2,"average","PS_SFRV"
"NZL","PS_SFRV",64.8,"average","PS_SFRV"
"NOR","PS_SFRV",87.7,"average","PS_SFRV"
"POL","PS_SFRV",66.3,"average","PS_SFRV"
"PRT","PS_SFRV",72.1,"average","PS_SFRV"
"SVK","PS_SFRV",60.1,"average","PS_SFRV"
"SVN","PS_SFRV",84.7,"average","PS_SFRV"
"ESP","PS_SFRV",83.1,"average","PS_SFRV"
"SWE","PS_SFRV",75.9,"average","PS_SFRV"
"CHE","PS_SFRV",84,"average","PS_SFRV"
"TUR","PS_SFRV",60.6,"average","PS_SFRV"
"GBR","PS_SFRV",77.4,"average","PS_SFRV"
"USA","PS_SFRV",74.1,"average","PS_SFRV"
"OECD","PS_SFRV",68.62,"average","PS_SFRV"
"AUS","SW_LIFS",7.65,"average","SW_LIFS"
"AUT","SW_LIFS",7.9,"average","SW_LIFS"
"BEL","SW_LIFS",7.6,"average","SW_LIFS"
"CAN","SW_LIFS",8,"average","SW_LIFS"
"CHL","SW_LIFS",,"average","SW_LIFS"
"CZE","SW_LIFS",6.9,"average","SW_LIFS"
"DNK","SW_LIFS",7.5,"average","SW_LIFS"
"EST","SW_LIFS",6.5,"average","SW_LIFS"
"FIN","SW_LIFS",8,"average","SW_LIFS"
"FRA","SW_LIFS",7.14,"average","SW_LIFS"
"DEU","SW_LIFS",7.3,"average","SW_LIFS"
"GRC","SW_LIFS",6.2,"average","SW_LIFS"
"HUN","SW_LIFS",6.1,"average","SW_LIFS"
"ISL","SW_LIFS",7.9,"average","SW_LIFS"
"IRL","SW_LIFS",7.4,"average","SW_LIFS"
"ISR","SW_LIFS",,"average","SW_LIFS"
"ITA","SW_LIFS",7,"average","SW_LIFS"
"JPN","SW_LIFS",,"average","SW_LIFS"
"KOR","SW_LIFS",,"average","SW_LIFS"
"LVA","SW_LIFS",6.5,"average","SW_LIFS"
"LUX","SW_LIFS",7.5,"average","SW_LIFS"
"MEX","SW_LIFS",8,"average","SW_LIFS"
"NLD","SW_LIFS",7.5,"average","SW_LIFS"
"NZL","SW_LIFS",7.8,"average","SW_LIFS"
"NOR","SW_LIFS",7.9,"average","SW_LIFS"
"POL","SW_LIFS",7.3,"average","SW_LIFS"
"PRT","SW_LIFS",6.2,"average","SW_LIFS"
"SVK","SW_LIFS",7,"average","SW_LIFS"
"SVN","SW_LIFS",7.1,"average","SW_LIFS"
"ESP","SW_LIFS",6.9,"average","SW_LIFS"
"SWE","SW_LIFS",8,"average","SW_LIFS"
"CHE","SW_LIFS",7.9,"average","SW_LIFS"
"TUR","SW_LIFS",,"average","SW_LIFS"
"GBR","SW_LIFS",7.67,"average","SW_LIFS"
"USA","SW_LIFS",,"average","SW_LIFS"
"OECD","SW_LIFS",7.43,"average","SW_LIFS"
"AUS","IW_HADI_ver_ineq",5.66,"vertical","IW_HADI"
"AUT","IW_HADI_ver_ineq",4.23,"vertical","IW_HADI"
"BEL","IW_HADI_ver_ineq",4,"vertical","IW_HADI"
"CAN","IW_HADI_ver_ineq",5.46,"vertical","IW_HADI"
"CHL","IW_HADI_ver_ineq",10.63,"vertical","IW_HADI"
"CZE","IW_HADI_ver_ineq",3.74,"vertical","IW_HADI"
"DNK","IW_HADI_ver_ineq",3.58,"vertical","IW_HADI"
"EST","IW_HADI_ver_ineq",6.69,"vertical","IW_HADI"
"FIN","IW_HADI_ver_ineq",3.7,"vertical","IW_HADI"
"FRA","IW_HADI_ver_ineq",4.4,"vertical","IW_HADI"
"DEU","IW_HADI_ver_ineq",4.4,"vertical","IW_HADI"
"GRC","IW_HADI_ver_ineq",6.32,"vertical","IW_HADI"
"HUN","IW_HADI_ver_ineq",4.47,"vertical","IW_HADI"
"ISL","IW_HADI_ver_ineq",3.42,"vertical","IW_HADI"
"IRL","IW_HADI_ver_ineq",4.8,"vertical","IW_HADI"
"ISR","IW_HADI_ver_ineq",7.39,"vertical","IW_HADI"
"ITA","IW_HADI_ver_ineq",5.82,"vertical","IW_HADI"
"JPN","IW_HADI_ver_ineq",6.07,"vertical","IW_HADI"
"KOR","IW_HADI_ver_ineq",5.41,"vertical","IW_HADI"
"LVA","IW_HADI_ver_ineq",6.34,"vertical","IW_HADI"
"LUX","IW_HADI_ver_ineq",4.24,"vertical","IW_HADI"
"MEX","IW_HADI_ver_ineq",10.43,"vertical","IW_HADI"
"NLD","IW_HADI_ver_ineq",4.28,"vertical","IW_HADI"
"NZL","IW_HADI_ver_ineq",5.33,"vertical","IW_HADI"
"NOR","IW_HADI_ver_ineq",3.77,"vertical","IW_HADI"
"POL","IW_HADI_ver_ineq",4.72,"vertical","IW_HADI"
"PRT","IW_HADI_ver_ineq",6.05,"vertical","IW_HADI"
"SVK","IW_HADI_ver_ineq",4.06,"vertical","IW_HADI"
"SVN","IW_HADI_ver_ineq",3.82,"vertical","IW_HADI"
"ESP","IW_HADI_ver_ineq",6.65,"vertical","IW_HADI"
"SWE","IW_HADI_ver_ineq",4.21,"vertical","IW_HADI"
"CHE","IW_HADI_ver_ineq",4.44,"vertical","IW_HADI"
"TUR","IW_HADI_ver_ineq",7.55,"vertical","IW_HADI"
"GBR","IW_HADI_ver_ineq",5.96,"vertical","IW_HADI"
"USA","IW_HADI_ver_ineq",8.66,"vertical","IW_HADI"
"OECD","IW_HADI_ver_ineq",5.45,"vertical","IW_HADI"
"LTU","IW_HADI_ver_ineq",6.18,"vertical","IW_HADI"
"AUS","IW_HNFW_ver_ineq",46.47,"vertical","IW_HNFW"
"AUT","IW_HNFW_ver_ineq",55.59,"vertical","IW_HNFW"
"BEL","IW_HNFW_ver_ineq",42.5,"vertical","IW_HNFW"
"CAN","IW_HNFW_ver_ineq",50.31,"vertical","IW_HNFW"
"CHL","IW_HNFW_ver_ineq",55.79,"vertical","IW_HNFW"
"CZE","IW_HNFW_ver_ineq",,"vertical","IW_HNFW"
"DNK","IW_HNFW_ver_ineq",,"vertical","IW_HNFW"
"EST","IW_HNFW_ver_ineq",55.71,"vertical","IW_HNFW"
"FIN","IW_HNFW_ver_ineq",45.23,"vertical","IW_HNFW"
"FRA","IW_HNFW_ver_ineq",50.59,"vertical","IW_HNFW"
"DEU","IW_HNFW_ver_ineq",59.76,"vertical","IW_HNFW"
"GRC","IW_HNFW_ver_ineq",42.42,"vertical","IW_HNFW"
"HUN","IW_HNFW_ver_ineq",48.48,"vertical","IW_HNFW"
"ISL","IW_HNFW_ver_ineq",,"vertical","IW_HNFW"
"IRL","IW_HNFW_ver_ineq",53.79,"vertical","IW_HNFW"
"ISR","IW_HNFW_ver_ineq",,"vertical","IW_HNFW"
"ITA","IW_HNFW_ver_ineq",42.78,"vertical","IW_HNFW"
"JPN","IW_HNFW_ver_ineq",,"vertical","IW_HNFW"
"KOR","IW_HNFW_ver_ineq",,"vertical","IW_HNFW"
"LVA","IW_HNFW_ver_ineq",63.38,"vertical","IW_HNFW"
"LUX","IW_HNFW_ver_ineq",48.67,"vertical","IW_HNFW"
"MEX","IW_HNFW_ver_ineq",,"vertical","IW_HNFW"
"NLD","IW_HNFW_ver_ineq",68.35,"vertical","IW_HNFW"
"NZL","IW_HNFW_ver_ineq",48.64,"vertical","IW_HNFW"
"NOR","IW_HNFW_ver_ineq",51.45,"vertical","IW_HNFW"
"POL","IW_HNFW_ver_ineq",41.84,"vertical","IW_HNFW"
"PRT","IW_HNFW_ver_ineq",52.13,"vertical","IW_HNFW"
"SVK","IW_HNFW_ver_ineq",34.33,"vertical","IW_HNFW"
"SVN","IW_HNFW_ver_ineq",48.62,"vertical","IW_HNFW"
"ESP","IW_HNFW_ver_ineq",45.58,"vertical","IW_HNFW"
"SWE","IW_HNFW_ver_ineq",,"vertical","IW_HNFW"
"CHE","IW_HNFW_ver_ineq",,"vertical","IW_HNFW"
"TUR","IW_HNFW_ver_ineq",,"vertical","IW_HNFW"
"GBR","IW_HNFW_ver_ineq",46.59,"vertical","IW_HNFW"
"USA","IW_HNFW_ver_ineq",78.19,"vertical","IW_HNFW"
"OECD","IW_HNFW_ver_ineq",51.09,"vertical","IW_HNFW"
"LTU","IW_HNFW_ver_ineq",,"vertical","IW_HNFW"
"AUS","JE_PE_ver_ineq",3.47,"vertical","JE_PE"
"AUT","JE_PE_ver_ineq",3.33,"vertical","JE_PE"
"BEL","JE_PE_ver_ineq",2.33,"vertical","JE_PE"
"CAN","JE_PE_ver_ineq",3.71,"vertical","JE_PE"
"CHL","JE_PE_ver_ineq",4.38,"vertical","JE_PE"
"CZE","JE_PE_ver_ineq",3.57,"vertical","JE_PE"
"DNK","JE_PE_ver_ineq",2.56,"vertical","JE_PE"
"EST","JE_PE_ver_ineq",4.4,"vertical","JE_PE"
"FIN","JE_PE_ver_ineq",2.57,"vertical","JE_PE"
"FRA","JE_PE_ver_ineq",2.98,"vertical","JE_PE"
"DEU","JE_PE_ver_ineq",3.41,"vertical","JE_PE"
"GRC","JE_PE_ver_ineq",3.27,"vertical","JE_PE"
"HUN","JE_PE_ver_ineq",3.72,"vertical","JE_PE"
"ISL","JE_PE_ver_ineq",2.94,"vertical","JE_PE"
"IRL","JE_PE_ver_ineq",3.96,"vertical","JE_PE"
"ISR","JE_PE_ver_ineq",4.91,"vertical","JE_PE"
"ITA","JE_PE_ver_ineq",2.17,"vertical","JE_PE"
"JPN","JE_PE_ver_ineq",2.94,"vertical","JE_PE"
"KOR","JE_PE_ver_ineq",4.79,"vertical","JE_PE"
"LVA","JE_PE_ver_ineq",4.5,"vertical","JE_PE"
"LUX","JE_PE_ver_ineq",3.41,"vertical","JE_PE"
"MEX","JE_PE_ver_ineq",3.88,"vertical","JE_PE"
"NLD","JE_PE_ver_ineq",2.94,"vertical","JE_PE"
"NZL","JE_PE_ver_ineq",2.95,"vertical","JE_PE"
"NOR","JE_PE_ver_ineq",2.42,"vertical","JE_PE"
"POL","JE_PE_ver_ineq",4.03,"vertical","JE_PE"
"PRT","JE_PE_ver_ineq",4.08,"vertical","JE_PE"
"SVK","JE_PE_ver_ineq",3.56,"vertical","JE_PE"
"SVN","JE_PE_ver_ineq",3.26,"vertical","JE_PE"
"ESP","JE_PE_ver_ineq",3.24,"vertical","JE_PE"
"SWE","JE_PE_ver_ineq",2.28,"vertical","JE_PE"
"CHE","JE_PE_ver_ineq",2.72,"vertical","JE_PE"
"TUR","JE_PE_ver_ineq",4.85,"vertical","JE_PE"
"GBR","JE_PE_ver_ineq",3.49,"vertical","JE_PE"
"USA","JE_PE_ver_ineq",5.04,"vertical","JE_PE"
"OECD","JE_PE_ver_ineq",3.49,"vertical","JE_PE"
"LTU","JE_PE_ver_ineq",,"vertical","JE_PE"
"AUS","HS_LEB_ver_ineq",12.54,"vertical","HS_LEB"
"AUT","HS_LEB_ver_ineq",12.28,"vertical","HS_LEB"
"BEL","HS_LEB_ver_ineq",12.79,"vertical","HS_LEB"
"CAN","HS_LEB_ver_ineq",12.15,"vertical","HS_LEB"
"CHL","HS_LEB_ver_ineq",12.23,"vertical","HS_LEB"
"CZE","HS_LEB_ver_ineq",12.97,"vertical","HS_LEB"
"DNK","HS_LEB_ver_ineq",13.89,"vertical","HS_LEB"
"EST","HS_LEB_ver_ineq",,"vertical","HS_LEB"
"FIN","HS_LEB_ver_ineq",14.36,"vertical","HS_LEB"
"FRA","HS_LEB_ver_ineq",13.53,"vertical","HS_LEB"
"DEU","HS_LEB_ver_ineq",,"vertical","HS_LEB"
"GRC","HS_LEB_ver_ineq",,"vertical","HS_LEB"
"HUN","HS_LEB_ver_ineq",14.15,"vertical","HS_LEB"
"ISL","HS_LEB_ver_ineq",,"vertical","HS_LEB"
"IRL","HS_LEB_ver_ineq",,"vertical","HS_LEB"
"ISR","HS_LEB_ver_ineq",12.62,"vertical","HS_LEB"
"ITA","HS_LEB_ver_ineq",11.1,"vertical","HS_LEB"
"JPN","HS_LEB_ver_ineq",,"vertical","HS_LEB"
"KOR","HS_LEB_ver_ineq",,"vertical","HS_LEB"
"LVA","HS_LEB_ver_ineq",15.83,"vertical","HS_LEB"
"LUX","HS_LEB_ver_ineq",,"vertical","HS_LEB"
"MEX","HS_LEB_ver_ineq",13.94,"vertical","HS_LEB"
"NLD","HS_LEB_ver_ineq",,"vertical","HS_LEB"
"NZL","HS_LEB_ver_ineq",14.42,"vertical","HS_LEB"
"NOR","HS_LEB_ver_ineq",13,"vertical","HS_LEB"
"POL","HS_LEB_ver_ineq",14.31,"vertical","HS_LEB"
"PRT","HS_LEB_ver_ineq",,"vertical","HS_LEB"
"SVK","HS_LEB_ver_ineq",12.82,"vertical","HS_LEB"
"SVN","HS_LEB_ver_ineq",12.74,"vertical","HS_LEB"
"ESP","HS_LEB_ver_ineq",,"vertical","HS_LEB"
"SWE","HS_LEB_ver_ineq",13.26,"vertical","HS_LEB"
"CHE","HS_LEB_ver_ineq",,"vertical","HS_LEB"
"TUR","HS_LEB_ver_ineq",11.02,"vertical","HS_LEB"
"GBR","HS_LEB_ver_ineq",11.19,"vertical","HS_LEB"
"USA","HS_LEB_ver_ineq",13.8,"vertical","HS_LEB"
"OECD","HS_LEB_ver_ineq",13.08,"vertical","HS_LEB"
"LTU","HS_LEB_ver_ineq",,"vertical","HS_LEB"
"AUS","WL_EWLH_ver_ineq",1.72,"vertical","WL_EWLH"
"AUT","WL_EWLH_ver_ineq",1.36,"vertical","WL_EWLH"
"BEL","WL_EWLH_ver_ineq",1.48,"vertical","WL_EWLH"
"CAN","WL_EWLH_ver_ineq",1.53,"vertical","WL_EWLH"
"CHL","WL_EWLH_ver_ineq",,"vertical","WL_EWLH"
"CZE","WL_EWLH_ver_ineq",1.32,"vertical","WL_EWLH"
"DNK","WL_EWLH_ver_ineq",1.37,"vertical","WL_EWLH"
"EST","WL_EWLH_ver_ineq",1.27,"vertical","WL_EWLH"
"FIN","WL_EWLH_ver_ineq",1.35,"vertical","WL_EWLH"
"FRA","WL_EWLH_ver_ineq",1.5,"vertical","WL_EWLH"
"DEU","WL_EWLH_ver_ineq",1.54,"vertical","WL_EWLH"
